head,tail,relation
吗多明气雾剂,吗多明,contain
四维钙片,四维钙,contain
联磺甲氧苄啶胶囊,甲氧苄啶,contain
色甘酸钠气雾剂,色甘酸钠,contain
盐酸倍他司汀氯化钠注射液,盐酸倍他司汀,contain
盐酸奈福泮片,盐酸奈福泮,contain
盐酸奈福泮片,盐酸奈福泮,contain
维胺酯维E乳膏,维胺酯,contain
盐酸克仑特罗栓,盐酸克仑特罗,contain
西咪替丁,西咪替丁,contain
头孢拉定干混悬剂,头孢拉定,contain
吲哚美辛栓,吲哚美辛,contain
硫酸亚铁片,枸橼酸,contain
胰岛素注射液,胰岛素,contain
羟丁酸钠注射液,羟丁酸钠,contain
氢溴酸加兰他敏注射液,氢溴酸加兰他敏,contain
盐酸妥拉唑林注射液,妥拉唑林,contain
缩宫素注射液,缩宫素,contain
氢溴酸右美沙芬片,氢溴酸右美沙芬,contain
泼尼松龙,泼尼松龙,contain
吲哚美辛胶囊,吲哚美辛,contain
右旋糖酐70葡萄糖注射液,右旋糖酐68,contain
氯化氨基汞软膏,氯化氨基汞,contain
盐酸溴己新片,盐酸溴己新,contain
螺内酯胶囊,螺内酯,contain
氢溴酸高乌甲素片,氢溴酸高乌甲素,contain
碱式碳酸铋片,碱式碳酸铋,contain
溴苄铵注射液,溴苄铵,contain
头孢拉定干混悬剂,头孢拉定,contain
异卡波肼片,异卡波肼,contain
注射用苯妥英钠,苯妥英钠,contain
甲巯咪唑片,甲巯咪唑,contain
西咪替丁胶囊,西咪替丁,contain
氯霉素眼膏,氯霉素,contain
盐酸胺碘酮注射液,盐酸胺碘酮,contain
盐酸甲氯芬酯胶囊,甲氯芬酯,contain
盐酸氮芥搽剂,盐酸氮芥,contain
酮洛芬肠溶片,酮洛芬肠溶,contain
复方次没食子酸铋栓Ⅱ,没食子酸铋,contain
盐酸依普拉酮片,盐酸依普拉酮,contain
尿素软膏,尿素,contain
辣椒颠茄贴膏,辣椒颠茄,contain
复方曲安奈德乳膏,曲安奈德,contain
小儿复方盐酸妥洛特罗片,盐酸妥洛特罗,contain
咪康唑氯倍他索乳膏,硝酸咪康唑,contain
盐酸林可霉素滴耳液,盐酸林可霉素,contain
赖氨肌醇维B12口服溶液,肌醇,contain
氯丙嗪异丙嗪注射液,盐酸异丙嗪,contain
溴丙胺太林片,溴丙胺太林,contain
硼酸洗液,硼酸,contain
卡托普利片,卡托普利,contain
葡萄糖酸钙维D2散,维生素D6,contain
诺氟沙星胶囊,诺氟沙星,contain
硫酸庆大霉素滴眼液,硫酸庆大霉素,contain
盐酸麻黄碱片,盐酸麻黄碱,contain
乙酰唑胺片,乙酰唑胺,contain
克霉唑片,克霉唑,contain
维生素B1注射液,维生素B1,contain
硫酸阿米卡星注射液,硫酸阿米卡星,contain
硫酸阿米卡星注射液,硫酸阿米卡星,contain
盐酸林可霉素胶囊,盐酸林可霉素,contain
甲硝唑葡萄糖注射液,甲硝唑,contain
吲哚美辛胶囊,吲哚美辛,contain
依诺沙星片,依诺沙星,contain
注射用尿激酶,尿激酶,contain
左旋多巴片,左旋多巴,contain
利福平片,利福平,contain
硫酸卡那霉素滴眼液,硫酸卡那霉素,contain
巯嘌呤片,巯嘌呤,contain
葡醛内酯片,葡醛内酯,contain
氢溴酸东莨菪碱片,氢溴酸东莨菪碱,contain
右旋糖酐70葡萄糖注射液,右旋糖酐70,contain
维生素D2胶丸,维生素D2,contain
氯霉素注射液,氯霉素,contain
吸收性明胶海绵,吸收性明胶海绵,contain
氯普噻吨片,氯普噻吨,contain
磷酸哌嗪宝塔糖,磷酸哌嗪,contain
氧氟沙星葡萄糖注射液,氧氟沙星葡萄糖,contain
盐酸克林霉素胶囊,盐酸克林霉素,contain
盐酸硫必利片,硫必利,contain
硫磺硼砂乳膏,硫磺,contain
细辛脑片,细辛脑,contain
注射用糜蛋白酶,糜蛋白酶,contain
双分伪麻胶囊,双分伪麻,contain
双氯芬酸钠片,双氯芬酸钠,contain
十一烯酸酊,十一烯酸酊,contain
赖氨肌醇维B12口服溶液,肌醇,contain
胃蛋白酶口服溶液,胃蛋白酶,contain
浓氯化钠注射液,浓氯化钠,contain
马来酸依那普利片,N-[(S)-1-(乙氧羰基)-3-苯丙基]-L-丙氨酰-L-脯氨酸马来酸盐,contain
马来酸哌克昔林片,马来酸哌克昔林,contain
尼群地平片,尼群地平,contain
联苯双酯滴丸,联苯双酯,contain
维生素A胶丸,维生素A,contain
聚维酮碘软膏,聚维酮碘,contain
氢化可的松,氢化可的松,contain
尼群地平片,尼群地平,contain
酮康唑乳膏,酮康唑,contain
联苯双酯滴丸,联苯双酯,contain
利巴韦林含片,利巴韦林,contain
氢溴酸东莨菪碱注射液,氢溴酸东莨菪碱,contain
右旋糖酐铁注射液,右旋糖酐铁,contain
小儿复方麝香草酚撒粉,麝香草酚撒粉,contain
氯氮卓片,氯氮卓,contain
薄荷桉油含片（Ⅰ）,薄荷脑,contain
水杨酸冰醋酸溶液,水杨酸,contain
盐酸托哌酮胶囊,盐酸托哌酮,contain
浓甲硝唑含漱液,浓甲硝唑漱液,contain
利多卡因氯己定气雾剂,氯己定,contain
新霉素氟轻松乳膏,醋酸氟轻松,contain
水杨酸苯酚软膏,苯酚,contain
硫酸庆大霉素滴眼液,硫酸庆大霉素,contain
氯霉素胶囊,氯霉素,contain
硫酸卡那霉素滴眼液,硫酸卡那霉素,contain
制霉素片,制霉素,contain
注射用青霉素钠,青霉素,contain
硫酸卡那霉素注射液,硫酸卡那霉素,contain
樟脑水合氯醛酊,樟脑,contain
溴丙胺太林片,溴丙胺太林,contain
克罗米通乳膏,克罗米通,contain
薄荷桉油含片（Ⅰ）,薄荷油,contain
尼尔雌醇片,尼尔雌醇,contain
头孢氨苄颗粒,头孢氨苄,contain
九维片,九维,contain
磷酸氢钙咀嚼片,磷酸氢钙,contain
氯噻酮片,氯噻酮,contain
注射用青霉素钠,青霉素,contain
普鲁卡因肾上腺素注射液,盐酸普鲁卡因,contain
氢氧化铝凝胶,氢氧化铝,contain
薄荷桉油含片（Ⅱ）,薄荷油,contain
维生素AE胶丸,维生素A,contain
牡蛎碳酸钙颗粒,牡蛎碳酸钙,contain
盐酸依普拉酮片,盐酸依普拉酮,contain
复方五味子片,五味子,contain
维生素C颗粒,维生素C,contain
制霉素片,制霉素,contain
注射用普鲁卡因青霉素,普鲁卡因,contain
头孢氨苄片,头孢氨苄,contain
依托红霉素片,依托红霉素,contain
甲硝唑葡萄糖注射液,甲硝唑,contain
克罗米通乳膏,克罗米通,contain
羧甲司坦片,羧甲司坦,contain
盐酸吗啉胍注射液,盐酸吗啉胍,contain
薄荷桉油含片（Ⅰ）,桉叶油,contain
葡萄糖酸钙维D2散,葡萄糖酸钙,contain
盐酸吗啉胍滴眼液,盐酸吗啉胍,contain
氯己定苯佐卡因含片,苯佐卡因,contain
新霉素氟轻松软膏,醋酸氟轻松,contain
盐酸林可霉素滴耳液,盐酸林可霉素,contain
盐酸洛贝林注射液,盐酸洛贝林,contain
氯霉素注射液,氯霉素,contain
盐酸异丙肾上腺素气雾剂,盐酸异丙肾上腺素,contain
维生素C注射液,维生素C,contain
注射用门冬酰胺酶,门冬酰胺酶,contain
氯化钾注射液,氯化钾,contain
葡萄糖酸钙含片,葡萄糖酸钙,contain
胎盘片,胎盘,contain
维生素E注射液,维生素E,contain
硫酸卡那霉素滴眼液,硫酸卡那霉素,contain
硝酸益康唑喷雾剂,硝酸益康唑喷雾,contain
土霉素眼膏,土霉素,contain
葡萄糖酸钙片,葡萄糖酸钙,contain
利凡诺创伤膏,利凡诺,contain
盐酸苯乙双胍片,盐酸苯乙双胍,contain
马来酸麦角新碱注射液,马来酸麦角新碱,contain
硫磺硼砂乳膏,硼砂,contain
薄荷桉油含片（Ⅱ）,薄荷脑,contain
小儿氨酚黄那敏片,对乙酰氨基酚,contain
蹄甲多肽片,蹄甲多肽,contain
六维胶丸,六维,contain
盐酸美他环素片,盐酸美他环素,contain
热敷袋,热敷袋,contain
盐酸左旋咪唑搽剂,盐酸左旋咪唑,contain
乳酶生片,乳酶生,contain
联磺甲氧苄啶片,磺胺甲噁唑,contain
盐酸苯海拉明注射液,盐酸苯海拉明,contain
盐酸左旋咪唑片,盐酸左旋咪唑,contain
联磺甲氧苄啶片,磺胺甲噁唑,contain
维生素K4片,维生素K4,contain
异烟肼注射液,异烟肼,contain
盐酸左旋咪唑片,盐酸左旋咪唑,contain
泼尼松龙,泼尼松龙,contain
甲硫酸新斯的明注射液,甲硫酸新斯的明,contain
磷酸氢钙片,磷酸氢钙,contain
盐酸乙胺丁醇片,盐酸乙胺丁醇,contain
克霉唑片,克霉唑,contain
盐酸安他唑啉片,盐酸安他唑啉,contain
螺内酯片,螺内酯,contain
小儿氨酚黄那敏片,人工牛黄,contain
磷酸川芎嗪片,磷酸川芎嗪,contain
愈创甘油醚颗粒,愈创甘油醚,contain
酮洛芬胶囊,酮洛芬,contain
麦白霉素片,麦白霉素,contain
盐酸氯环利嗪片,盐酸氯环利嗪,contain
尿嘧啶替加氟片,尿嘧啶,contain
利凡诺创伤膏,利凡诺,contain
盐酸林可霉素片,盐酸林可霉素,contain
盐酸林可霉素注射液,盐酸林可霉素,contain
卡托普利片,卡托普利,contain
硫软膏,硫,contain
盐酸林可霉素注射液,盐酸林可霉素,contain
盐酸多巴胺注射液,盐酸多巴胺,contain
托吡卡胺滴眼液,托吡卡胺,contain
水杨酸软膏,水杨酸,contain
水杨酸钠片,水杨酸,contain
克霉唑软膏,克霉唑,contain
双氯芬酸钠栓,双氯芬酸钠,contain
棕榈氯霉素片,棕榈氯霉素,contain
氯化钾颗粒,氯化钾,contain
小儿硫酸亚铁糖浆,硫酸亚铁,contain
水杨酸氧化锌软膏,水杨酸,contain
盐酸可乐定滴眼液,盐酸可乐定,contain
小儿贝诺酯维B1颗粒,贝诺酯,contain
甲溴贝那替秦片,甲溴贝那替秦,contain
熊去氧胆酸片,熊去氧胆酸,contain
齐墩果酸片,齐墩果酸,contain
硫酸锌片,硫酸锌,contain
替硝唑片,替硝唑,contain
维生素C颗粒,维生素C,contain
聚维酮碘软膏,聚维酮碘,contain
水飞蓟宾葡甲胺片,水飞蓟宾葡甲胺,contain
口服五维赖氨酸葡萄糖,五维赖氨酸葡萄糖,contain
注射用抗乙肝免疫核糖核酸,抗乙肝免疫核糖核酸,contain
硫酸卡那霉素注射液,硫酸卡那霉素,contain
盐酸氟奋乃静片,盐酸氟奋乃静,contain
硫酸奎宁片,奎宁,contain
盐酸四环素片,盐酸四环素,contain
聚维酮碘软膏,聚维酮碘,contain
泼尼松龙片,泼尼松龙,contain
氯氮平片,氯氮平,contain
盐酸哌唑嗪片,盐酸哌唑嗪,contain
氢溴酸高乌甲素注射液,氢溴酸高乌甲素,contain
盐酸左旋咪唑肠溶片,盐酸左旋咪唑肠溶,contain
炔诺酮片,炔诺酮,contain
左旋多巴片,左旋多巴,contain
甲芬那酸胶囊,甲芬那酸,contain
硫酸罗通定注射液,罗通定,contain
盐酸雷尼替丁胶囊,雷尼替丁,contain
左旋多巴片,左旋多巴,contain
司坦唑醇,司坦唑醇,contain
茜草双酯片,茜草双酯,contain
维生素B6软膏,维生素B6,contain
葡钙维B1片,维生素B4,contain
牡蛎碳酸钙片,牡蛎碳酸钙,contain
吲哚美辛三七冰片栓,三七,contain
维生素AE胶丸,维生素E,contain
亚油酸胶丸,亚油酸,contain
葡钙维B1片,维生素B7,contain
硝酸益康唑气雾剂,硝酸益康唑,contain
田参氨基酸胶囊,田参氨基酸,contain
特非那定片,特非那定,contain
甲磺酸培氟沙星胶囊,培氟沙星,contain
四环素可的松眼膏,醋酸可的松,contain
氢溴酸右美沙芬片,氢溴酸右美沙芬,contain
硫酸罗通定注射液,罗通定,contain
氢氧化铝凝胶,氢氧化铝,contain
小儿氨酚匹林片,阿司匹林,contain
小儿氨酚匹林片,阿司匹林,contain
硝酸异山梨酯缓释片,硝酸异山梨酯,contain
九维鱼肝油乳,九维鱼肝油乳,contain
盐酸赖氨酸片,盐酸赖氨酸,contain
愈酚维林片,愈创木酚甘油醚,contain
水杨酸钠片,水杨酸,contain
薄荷桉油含片（Ⅱ）,薄荷脑,contain
青霉素V钾片,青霉素V钾,contain
马来酸氯苯那敏滴丸,马来酸氯苯那敏,contain
乙胺嘧啶片,乙胺嘧啶,contain
利福平胶囊,利福平,contain
注射用青霉素钾,青霉素,contain
维胺酯胶囊,维胺酯,contain
吲达帕胺片,吲达帕胺,contain
硫酸卡那霉素滴眼液,硫酸卡那霉素,contain
赖氨肌醇维B12口服溶液,盐酸赖氨酸,contain
酮洛芬肠溶胶囊,酮洛芬肠溶,contain
硫酸核糖霉素注射液,硫酸核糖霉素,contain
氯化钙溴化钠注射液,氯化钙,contain
西咪替丁胶囊,西咪替丁,contain
维生素D2,维生素D2,contain
异烟肼片,异烟肼,contain
氢化可的松,氢化可的松,contain
乙胺嘧啶片,乙胺嘧啶,contain
盐酸溴己新片,盐酸溴己新,contain
卡比马唑片,卡比马唑,contain
柠檬烯胶囊,柠檬烯,contain
小儿复方贝诺酯咀嚼片,维生素B1,contain
葡萄糖酸氯己定含漱液,葡萄糖酸氯己定漱液,contain
利巴韦林含片,利巴韦林,contain
龙胆碳酸氢钠散,龙胆粉,contain
盐酸异可利定片,盐酸异可利定,contain
氯唑西林钠胶囊,氯唑西林钠,contain
罗通定片,罗通定,contain
曲安奈德益康唑乳膏,曲安奈德益康唑,contain
鞣酸苦参碱胶囊,鞣酸苦参碱,contain
硫磺硼砂乳膏,硫磺,contain
克霉唑栓,克霉唑,contain
氯化钙注射液,氯化钙,contain
维生素AD软胶囊,维生素D,contain
聚维酮碘栓,聚维酮碘,contain
克林霉素甲硝唑搽剂,甲硝唑,contain
利凡诺创伤膏,利凡诺,contain
头孢克洛干混悬剂,头孢克洛,contain
维生素C注射液,维生素C,contain
磷酸苯丙哌林胶囊,磷酸苯丙哌林,contain
氯磺丙脲片,氯磺丙脲,contain
司坦唑醇片,司坦唑醇,contain
硝酸甘油贴片,硝酸甘油贴,contain
小檗碱甲氧苄啶胶囊,小檗碱甲氧苄啶,contain
盐酸妥洛特罗片,盐酸妥洛特罗,contain
乙酰螺旋霉素胶囊,乙酰螺旋霉素,contain
小檗碱甲氧苄啶胶囊,小檗碱甲氧苄啶,contain
六合氨基酸注射液,六合氨基酸,contain
小檗碱甲氧苄啶胶囊,小檗碱甲氧苄啶,contain
转移因子胶囊,转移因子,contain
乙酰螺旋霉素胶囊,乙酰螺旋霉素,contain
盐酸美他环素片,盐酸美他环素,contain
诺氟沙星葡萄糖注射液,诺氟沙星,contain
磷酸川芎嗪胶囊,磷酸川芎嗪,contain
联苯双酯片,联苯双酯,contain
小儿氨酚匹林咖啡因片,对乙酰氨基酚,contain
注射用头孢唑林钠,头孢唑林钠,contain
小儿氨酚匹林咖啡因片,咖啡因,contain
盐酸多塞平片,多塞平,contain
小檗碱甲氧苄啶胶囊,盐酸小檗碱,contain
盐酸雷尼替丁胶囊,雷尼替丁,contain
盐酸溴己新片,盐酸溴己新,contain
葡萄糖酸钙片,葡萄糖酸钙,contain
联磺甲氧苄啶片,磺胺嘧啶,contain
小儿氨咖黄敏颗粒,对乙酰氨基酚,contain
硫酸西索米星注射液,硫酸西索米星,contain
葡萄糖酸锌片,葡萄糖酸锌,contain
氧化铅外用散,氧化铅,contain
葡萄糖酸亚铁片,葡萄糖酸亚铁,contain
碳酸锂缓释片,碳酸锂,contain
萘普生钠注射液,萘普生,contain
交沙霉素片,交沙霉素,contain
依诺沙星片,依诺沙星,contain
盐酸环丙沙星胶囊,环丙沙星,contain
曲尼司特胶囊,曲尼司特,contain
注射用盐酸大观霉素,盐酸大观霉素,contain
马来酸依那普利片,N-[(S)-1-(乙氧羰基)-3-苯丙基]-L-丙氨酰-L-脯氨酸马来酸盐,contain
麦迪霉素胶囊,麦迪霉素,contain
盐酸利多卡因胶浆,盐酸利多卡因,contain
酮康唑片,酮康唑,contain
头孢克洛胶囊,头孢克洛,contain
西咪替丁缓释片,西咪替丁,contain
盐酸哌仑西平片,盐酸哌仑西平,contain
诺氟沙星注射液,诺氟沙星,contain
倍他胡萝卜素胶丸,倍他胡萝卜素,contain
盐酸米诺环素片,盐酸米诺环素,contain
酮康唑乳膏,酮康唑,contain
氧氟沙星滴耳液,氧氟沙星,contain
双分伪麻胶囊,双分伪麻,contain
联苯苄唑溶液,联苯苄唑,contain
氧氟沙星葡萄糖注射液,氧氟沙星葡萄糖,contain
氧氟沙星葡萄糖注射液,氧氟沙星葡萄糖,contain
克霉唑涂膜,克霉唑,contain
萘普生缓释胶囊,萘普生,contain
头孢克洛颗粒,头孢克洛,contain
盐酸米托蒽醌注射液,米托蒽醌,contain
氧氟沙星滴耳液,氧氟沙星,contain
硝酸银软膏,硝酸银,contain
注射用亚锡亚甲基二膦酸盐,亚锡亚甲基二膦酸盐,contain
盐酸昂丹司琼片,昂丹司琼,contain
注射用氨苄西林钠舒巴坦钠,舒巴坦钠,contain
氢溴酸右美沙芬分散片,氢溴酸右美沙芬,contain
罗红霉素胶囊,罗红霉素,contain
锌布片,锌布,contain
格列吡嗪缓释片,格列吡嗪,contain
氨酚伪麻滴剂,氨酚伪麻,contain
注射用亚锡亚甲基二膦酸盐,亚锡亚甲基二膦酸盐,contain
盐酸曲马多注射液,盐酸曲马多,contain
甲磺酸培氟沙星注射液,培氟沙星,contain
佐匹克隆片,佐匹克隆,contain
依诺沙星胶囊,依诺沙星,contain
马来酸依那普利片,N-[(S)-1-(乙氧羰基)-3-苯丙基]-L-丙氨酰-L-脯氨酸马来酸盐,contain
吲达帕胺片,吲达帕胺,contain
双唑泰栓,双唑泰,contain
注射用对氨基水杨酸钠,对氨基水杨酸钠,contain
羟基脲片,羟基脲,contain
盐酸维拉帕米片,维拉帕米,contain
乙酰唑胺片,乙酰唑胺,contain
细胞色素C注射液,细胞色素C,contain
注射用青霉素钾,青霉素,contain
盐酸普罗帕酮注射液,盐酸普罗帕酮,contain
盐酸麻黄碱片,盐酸麻黄碱,contain
葡萄糖氯化钠注射液,葡萄糖,contain
盐酸哌甲酯片,盐酸哌甲酯,contain
盐酸多巴胺注射液,盐酸多巴胺,contain
硫酸阿托品片,硫酸阿托品,contain
右旋糖酐40氯化钠注射液,右旋糖酐35,contain
氯氮平片,氯氮平,contain
氢溴酸高乌甲素注射液,氢溴酸高乌甲素,contain
硫酸妥布霉素注射液,硫酸妥布霉素,contain
氯普噻吨片,氯普噻吨,contain
甲硝唑阴道泡腾片,甲硝唑,contain
盐酸异丙肾上腺素气雾剂,盐酸异丙肾上腺素,contain
氯霉素眼膏,氯霉素,contain
松节油搽剂,松节油,contain
盐酸金霉素眼膏,金霉素,contain
盐酸芬氟拉明片,盐酸芬氟拉明,contain
盐酸氯胺酮注射液,盐酸氯胺酮,contain
水杨酸镁片,水杨酸镁,contain
联磺甲氧苄啶片,磺胺甲噁唑,contain
注射用盐酸阿糖胞苷,盐酸阿糖胞苷,contain
口服补液盐Ⅰ,氯化钠,contain
益多酯片,益多酯,contain
巯嘌呤片,巯嘌呤,contain
氯芬黄敏片,双氯芬酸钠,contain
牡蛎碳酸钙胶囊,牡蛎碳酸钙,contain
水杨酸苯酚软膏,水杨酸,contain
氯美扎酮片,氯美扎酮,contain
小儿复方磺胺甲噁唑颗粒,甲氧苄啶,contain
盐酸异丙肾上腺素片,盐酸异丙肾上腺素,contain
去甲斑蝥素片,去甲斑蝥素,contain
水杨酸冰醋酸溶液,冰醋酸,contain
甲溴贝那替秦片,甲溴贝那替秦,contain
注射用抗乙肝免疫核糖核酸,抗乙肝免疫核糖核酸,contain
酮洛芬胶囊,酮洛芬,contain
盐酸硫必利片,硫必利,contain
甲橙维C咀嚼片,维生素C,contain
